VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1FTVW1EV5N,Snohomish,Granite Falls,WA,98252.0,2022,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,39.0,223628989,POINT (-121.96994 48.08334),PUGET SOUND ENERGY INC,53061053604.0
JM3KKEHA8R,Skagit,Burlington,WA,98233.0,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,40.0,244463096,POINT (-122.33079 48.474765),PUGET SOUND ENERGY INC,53057951800.0
1C4JJXR67P,King,Seatac,WA,98188.0,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,33.0,244408720,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028402.0
5YJSA1E22J,King,Woodinville,WA,98072.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,45.0,281613727,POINT (-122.151665 47.75855),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032311.0
1N4AZ1CP9L,King,Seattle,WA,98117.0,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,36.0,251827425,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003301.0
1G1FZ6S03K,Snohomish,Edmonds,WA,98020.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,32.0,330926781,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050700.0
5YJYGDEE9M,King,Snoqualmie,WA,98065.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5.0,171333529,POINT (-121.8740496 47.5345546),CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,53033032703.0
5YJ3E1EA1J,King,Bellevue,WA,98004.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,48.0,326938321,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023806.0
5YJXCBE21J,King,Redmond,WA,98053.0,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,45.0,131495136,POINT (-122.0370611 47.6887161),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032315.0
5YJ3E1EA9J,San Juan,Eastsound,WA,98245.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,40.0,170509167,POINT (-122.907229 48.7016716),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960101.0
7FCTGAAA3N,Walla Walla,Walla Walla,WA,99362.0,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,16.0,236662184,POINT (-118.34332 46.063985),PACIFICORP,53071920902.0
JTMFB3FV9M,Pierce,Fircrest,WA,98466.0,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,28.0,190011937,POINT (-122.537565 47.231645),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072305.0
YV4BR00L5L,King,Vashon,WA,98070.0,2020,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,34.0,128823215,POINT (-122.46049 47.44873),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027702.0
2C4RC1N7XJ,Franklin,Pasco,WA,99301.0,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,9.0,475965402,POINT (-119.0982 46.232395),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,53021020501.0
1N4BZ0CP8H,Pierce,Tacoma,WA,98422.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,27.0,240907089,POINT (-122.38578 47.28971),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053940011.0
1N4AZ0CP2D,Whatcom,Bellingham,WA,98226.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,40.0,116140265,POINT (-122.45493 48.76809),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000804.0
5YJSA1S1XE,King,Kent,WA,98030.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,47.0,131466814,POINT (-122.199755 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029504.0
KM8KRDAF8P,Kittitas,Cle Elum,WA,98922.0,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,13.0,228295364,POINT (-120.938305 47.195355),PUGET SOUND ENERGY INC,53037975101.0
7FCTGAAA9P,King,Seatac,WA,98032.0,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,33.0,245646243,POINT (-122.235475 47.3809),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028300.0
5YJ3E1EB7J,King,Redmond,WA,98053.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45.0,476252892,POINT (-122.0370611 47.6887161),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032333.0
WBY43AW07P,Clark,Ridgefield,WA,98642.0,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18.0,251326631,POINT (-122.74291 45.818445),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040303.0
5YJYGDEE5M,King,Seattle,WA,98117.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36.0,180515674,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001500.0
1FT6W1EV4N,King,Redmond,WA,98053.0,2022,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5.0,228607767,POINT (-122.0370611 47.6887161),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032315.0
1FADP5CU0E,Pierce,Eatonville,WA,98328.0,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,2.0,180736657,POINT (-122.270565 46.86822),BONNEVILLE POWER ADMINISTRATION||TOWN OF EATONVILLE - (WA)|CITY OF TACOMA - (WA),53053073200.0
1G1FZ6S00N,King,Seattle,WA,98116.0,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34.0,209872001,POINT (-122.38679 47.56484),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010501.0
WB523CF08P,Pierce,Fox Island,WA,98333.0,2023,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26.0,225831469,POINT (-122.6066806 47.2254086),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072410.0
1V2CMPE80P,King,Seattle,WA,98199.0,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36.0,233530706,POINT (-122.394185 47.639195),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700.0
5YJ3E1EB8J,King,Seattle,WA,98109.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,36.0,208358384,POINT (-122.34848 47.632405),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006701.0
7SAYGAEE3P,Snohomish,Mukilteo,WA,98275.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21.0,233745886,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061042001.0
1G1FW6S03J,Snohomish,Marysville,WA,98270.0,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,38.0,242572529,POINT (-122.17673 48.05542),PUGET SOUND ENERGY INC,53061052810.0
7FCTGAAA3N,Whatcom,Sedro Woolley,WA,98284.0,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,40.0,220371378,POINT (-122.235035 48.503325),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000807.0
1G1FX6S00H,Clark,Vancouver,WA,98663.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,49.0,128898122,POINT (-122.666325 45.641205),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041003.0
5YJ3E1EA3P,Kitsap,Bainbridge Island,WA,98110.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23.0,235325982,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090700.0
1G1RC6S54K,Snohomish,Edmonds,WA,98026.0,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,21.0,477955586,POINT (-122.335685 47.80372),PUGET SOUND ENERGY INC,53061050403.0
7SAYGDEE9P,King,Sammamish,WA,98075.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,227434546,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032218.0
5YJ3E1EB8J,Clark,Vancouver,WA,98660.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,49.0,310590815,POINT (-122.675975 45.630465),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011042400.0
1G1FZ6S02N,Snohomish,Everett,WA,98203.0,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,38.0,219505639,POINT (-122.213105 47.95479),PUGET SOUND ENERGY INC,53061041303.0
WVGGNPE29M,Spokane,Spokane,WA,99205.0,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,3.0,195463285,POINT (-117.42694 47.67946),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063000700.0
1G1RA6S56H,Island,Langley,WA,98260.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,10.0,149647452,POINT (-122.408015 48.03557),PUGET SOUND ENERGY INC,53029972000.0
JTDKARFP1H,Walla Walla,Burbank,WA,99323.0,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,16.0,154784444,POINT (-119.0127002 46.1971863),"BONNEVILLE POWER ADMINISTRATION||COLUMBIA RURAL ELEC ASSN, INC",53071920000.0
1FT6W1EVXN,Kitsap,Port Orchard,WA,98367.0,2022,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26.0,219778576,POINT (-122.6851642 47.506453),PUGET SOUND ENERGY INC,53035092101.0
7SAYGDEE0P,Snohomish,Mountlake Terrace,WA,98043.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1.0,227363895,POINT (-122.30842 47.78416),PUGET SOUND ENERGY INC,53061051301.0
3FMTK1SS5P,King,Carnation,WA,98014.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5.0,240181476,POINT (-121.9105947 47.6483005),CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,53033032500.0
1FTBW9CK0P,King,Seattle,WA,98105.0,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43.0,232894343,POINT (-122.319115 47.66132),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004302.0
7SAYGAEE6N,King,Kirkland,WA,98034.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1.0,212355440,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022204.0
WVGGNPE27M,King,Redmond,WA,98053.0,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,200668205,POINT (-122.0370611 47.6887161),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032333.0
JA4J2VA79N,King,Seattle,WA,98146.0,2022,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,24,0,34.0,176186734,POINT (-122.355145 47.505655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026801.0
5YJ3E1EB1L,Snohomish,Lake Stevens,WA,98258.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,39.0,109631756,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061053505.0
5YJ3E1EA4J,Pierce,Tacoma,WA,98406.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,27.0,132309656,POINT (-122.490985 47.26365),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060800.0
1N4AZ0CP0F,King,Redmond,WA,98053.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,45.0,102910349,POINT (-122.0370611 47.6887161),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032315.0
5YJ3E1EB4J,Whatcom,Point Roberts,WA,98281.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,42.0,308233390,POINT (-123.0651 48.98823),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073011000.0
5YJSA1E22K,Benton,Kennewick,WA,99338.0,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270,0,16.0,303515019,POINT (-119.1973001 46.1911488),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005010814.0
1N4AZ0CP7D,Whatcom,Ferndale,WA,98248.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,42.0,247576780,POINT (-122.6011039 48.85324),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010506.0
5UXTA6C05P,King,Black Diamond,WA,98010.0,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,5.0,218261207,POINT (-122.00498 47.31187),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031603.0
1N4AZ0CP1E,Thurston,Olympia,WA,98513.0,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,2.0,247563774,POINT (-122.81709 46.988575),PUGET SOUND ENERGY INC,53067012331.0
1G1RD6S55G,Whatcom,Ferndale,WA,98248.0,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,42.0,146914337,POINT (-122.6011039 48.85324),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010503.0
5YJSA1H21F,Pierce,Puyallup,WA,98371.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,25.0,321121496,POINT (-122.299155 47.19178),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053071205.0
JTMEB3FV6M,King,Seattle,WA,98106.0,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,34.0,123167243,POINT (-122.356145 47.52104),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026500.0
3FMTK4SX2P,Pierce,Gig Harbor,WA,98335.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26.0,244990868,POINT (-122.5835454 47.3234488),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072408.0
5YJ3E1EB3K,Spokane,Spokane,WA,99224.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,6.0,195607457,POINT (-117.460225 47.64927),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013503.0
KNDCM3LD4K,King,Vashon,WA,98070.0,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,34.0,2341405,POINT (-122.46049 47.44873),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027702.0
1G1RC6S50J,King,Redmond,WA,98053.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,45.0,9067460,POINT (-122.0370611 47.6887161),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032315.0
7FCTGAAA7P,Pierce,Roy,WA,98580.0,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2.0,251720633,POINT (-122.522985 46.9876),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073001.0
1N4AZ0CP3D,King,Federal Way,WA,98001.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,30.0,172108149,POINT (-122.2849393 47.3384055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030407.0
5YJSA1E21H,Clallam,Sequim,WA,98382.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,24.0,474490229,POINT (-123.105015 48.08104),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,53009002302.0
YV4BR0CZ3N,Walla Walla,Walla Walla,WA,99362.0,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,16.0,196070248,POINT (-118.34332 46.063985),PACIFICORP,53071920902.0
3FMTK3SU3P,Snohomish,Stanwood,WA,98292.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,10.0,232609289,POINT (-122.3684051 48.2414921),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053301.0
KNDCR3L11P,Kitsap,Port Orchard,WA,98367.0,2023,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26.0,251274355,POINT (-122.6851642 47.506453),PUGET SOUND ENERGY INC,53035092801.0
5YJ3E1EB2J,King,Seattle,WA,98108.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,11.0,111613953,POINT (-122.326965 47.55015),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010402.0
1G1RA6E40F,Thurston,Tumwater,WA,98501.0,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,22.0,201628521,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010801.0
JN1AZ0CP2C,Snohomish,Lynnwood,WA,98036.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,32.0,183284615,POINT (-122.3164188 47.819664),PUGET SOUND ENERGY INC,53061051401.0
5YJSA1E23G,Grant,Moses Lake,WA,98837.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,13.0,240243412,POINT (-119.2599876 47.1240154),PUD NO 2 OF GRANT COUNTY,53025010904.0
KM8KRDAF0P,Pierce,Tacoma,WA,98406.0,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,27.0,237801406,POINT (-122.490985 47.26365),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060700.0
7SAYGAEE1P,Pierce,Puyallup,WA,98375.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2.0,245682888,POINT (-122.3085456 47.1042426),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,53053073127.0
KNDC3DLC5N,Douglas,Coulee City,WA,99115.0,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,12.0,199116431,POINT (-119.28953 47.61327),PUD NO 1 OF DOUGLAS COUNTY,53017950102.0
3FMTK3RMXM,Spokane,Spokane,WA,99207.0,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,3.0,202112291,POINT (-117.39787 47.67936),MODERN ELECTRIC WATER COMPANY,53063001500.0
WBY1Z8C52H,Whatcom,Bellingham,WA,98226.0,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,42.0,100649727,POINT (-122.45493 48.76809),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010600.0
KMUKEDTB5P,Whatcom,Lynden,WA,98264.0,2023,GENESIS,GV60,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,42.0,235914444,POINT (-122.4584536 48.9461196),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010701.0
1G1RD6E45E,King,Redmond,WA,98053.0,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,45.0,106871362,POINT (-122.0370611 47.6887161),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032333.0
5YJ3E1EA9K,King,Vashon,WA,98070.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,34.0,476495246,POINT (-122.46049 47.44873),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027702.0
7SAYGDEE7P,Whatcom,Bellingham,WA,98226.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,42.0,250964710,POINT (-122.45493 48.76809),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000201.0
KNDRMDLH3N,Lewis,Centralia,WA,98531.0,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,20.0,193419208,POINT (-122.962555 46.716875),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53041970400.0
JTMEB3FV3M,Spokane,Mead,WA,99021.0,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,4.0,187281993,POINT (-117.35761 47.76885),BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY,53063010204.0
7SAYGDEF3P,Grant,Warden,WA,98857.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,13.0,237896851,POINT (-119.044355 46.965685),PUD NO 2 OF GRANT COUNTY,53025011300.0
5YJ3E1EA5K,Snohomish,Bothell,WA,98012.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,21.0,201875110,POINT (-122.1876761 47.820517),PUGET SOUND ENERGY INC,53061051928.0
KNDCM3LD2J,King,Seattle,WA,98199.0,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,36.0,474722622,POINT (-122.394185 47.639195),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700.0
1G1RC6S5XH,Pierce,Graham,WA,98338.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,2.0,104242960,POINT (-122.2953401 47.0763961),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073116.0
5YJYGDEE7M,Snohomish,Lynnwood,WA,98087.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32.0,180345154,POINT (-122.2551991 47.8650827),PUGET SOUND ENERGY INC,53061051601.0
5YJYGDEE8M,Skagit,Bow,WA,98232.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,40.0,180572514,POINT (-122.4410546 48.5620007),PUGET SOUND ENERGY INC,53057950802.0
5YJ3E1EB6M,Snohomish,Edmonds,WA,98026.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21.0,193727978,POINT (-122.335685 47.80372),PUGET SOUND ENERGY INC,53061050402.0
1N4AZ0CP5D,Snohomish,Lake Stevens,WA,98258.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,44.0,244549084,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052504.0
5YJ3E1EA7H,Whatcom,Lynden,WA,98264.0,2017,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,42.0,157596988,POINT (-122.4584536 48.9461196),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010303.0
KM8K33AG2K,Pierce,Gig Harbor,WA,98329.0,2019,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,26.0,316835067,POINT (-122.6657985 47.383359),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072503.0
